company_reg_number,number_of_accounts,current_acc_fraction,total_amount,pay_in_amount,pay_out_amount,rev_ratio,cost_ratio
20000026,1,0.541,456759.348920965,125629.397,121477.41076624204,0.5084011975859557,0.4915988024140442
20000027,3,0.683,2201805.425792668,-460795.8353606191,-454899.1971663993,0.5032197609382826,0.4967802390617173
20000027,3,0.683,2201805.425792668,195108.1359049398,192611.40742370312,0.5032197609382826,0.4967802390617173
20000027,3,0.683,2201805.425792668,1022446.2354556792,1009362.3595590884,0.5032197609382826,0.4967802390617173
20000028,1,0.823,321616.69415108574,135218.077,129472.46228634357,0.5108534568880847,0.4891465431119153
20000029,1,0.77,997684.88,273386.96,494830.3976,0.3558718861209964,0.6441281138790036
20000030,1,0.597,402052.0420464461,122208.288,117816.78110172832,0.5091480171523468,0.4908519828476532
20000031,1,0.554,372333.3821393211,105627.856,100644.83770518392,0.5120787153289861,0.487921284671014
20000032,1,0.452,353330.66472962126,82086.816,77618.64445778879,0.5139887876388302,0.4860112123611697
20000033,1,0.822,325447.21623849694,136027.02599999998,131490.58574804448,0.5084787693459002,0.4915212306540997
20000034,3,0.634,2727281.1088985773,705406.664114984,700200.7879190834,0.5018518243441179,0.498148175655882
20000034,3,0.634,2727281.1088985773,-37663.165529136335,-37385.21270154802,0.5018518243441179,0.498148175655882
20000034,3,0.634,2727281.1088985773,200006.59541415225,198530.5538241625,0.5018518243441179,0.498148175655882
20000035,1,0.616,692105.6527642302,216051.528,210285.55410276575,0.5067622242343963,0.4932377757656037
20000036,1,0.657,243867.84224821377,83142.03600000001,77079.13635707645,0.518920407190042,0.4810795928099581
20000037,1,0.878,149322.02936122607,68502.438,62602.30377915648,0.5225016049792546,0.4774983950207453
20000038,1,0.492,375709.0029332766,94115.664,90733.16544317208,0.5091493642859876,0.4908506357140124
20000039,1,0.697,737984.0305270554,258995.442,255379.4272773576,0.503514960526476,0.4964850394735239
20000040,1,0.477,332765.2192522844,81299.40299999999,77429.60658333964,0.5121899469631244,0.4878100530368755
20000041,1,0.604,401787.37999062415,123705.84399999998,118973.733514337,0.509749708925102,0.490250291074898
20000042,1,0.717,475776.5138580415,173337.618,167794.14243621574,0.5081251237889659,0.491874876211034
20000043,2,0.791,841129.9416270981,320467.2058030461,314089.382151801,0.5050254175689836,0.4949745824310164
20000043,2,0.791,841129.9416270981,15543.266196953862,15233.929675233583,0.5050254175689836,0.4949745824310164
20000044,1,0.565,565391.2095627668,162366.31,157079.72340296325,0.5082746161232937,0.4917253838767063
20000045,1,0.893,236446.1320273961,109085.308,102061.0879004647,0.5166335306590943,0.4833664693409056
20000046,1,0.566,354100.90670729155,102459.01799999998,97962.095196327,0.5112186853269992,0.4887813146730007
20000047,2,0.848,1820159.0435102556,6294537.167147407,6218346.16503346,0.503044502217886,0.4969554977821139
20000047,2,0.848,1820159.0435102556,-5518090.559147407,-5451297.904136763,0.503044502217886,0.4969554977821139
20000048,1,0.808,640198.6855751205,261284.5760000001,255995.9619446974,0.5051119399120599,0.4948880600879401
20000049,4,0.682,2514170.6669152626,-613292.9519995709,-609609.2538890453,0.5015061294733085,0.4984938705266915
20000049,4,0.682,2514170.6669152626,413871.634298393,411385.74537321547,0.5015061294733085,0.4984938705266915
20000049,4,0.682,2514170.6669152626,551555.5594627586,548242.6823693262,0.5015061294733085,0.4984938705266915
20000049,4,0.682,2514170.6669152626,507780.4622384196,504730.5169827127,0.5015061294733085,0.4984938705266915
20000050,1,0.47,389659.1864408463,93816.69999999998,89323.11762719776,0.5122681742043378,0.4877318257956622
20000051,2,0.869,1541157.4321111245,-334403.0120397923,-330587.55225113896,0.5028688074639989,0.497131192536001
20000051,2,0.869,1541157.4321111245,1007878.0120397924,996378.360755706,0.5028688074639989,0.497131192536001
20000052,1,0.54,768556.2549418788,209128.50000000003,205891.8776686146,0.5038993535083353,0.4961006464916647
20000053,3,0.706,3435376.7520000003,-1075145.3772760802,-1442845.0963045,0.4269854824935952,0.5730145175064049
20000053,3,0.706,3435376.7520000003,12909009.810940417,17323891.16628204,0.4269854824935952,0.5730145175064049
20000053,3,0.706,3435376.7520000003,-10798264.097664336,-14491270.419065544,0.4269854824935952,0.5730145175064049
20000054,1,0.779,282500.626,139548.502,80519.48565399999,0.6341154090044389,0.3658845909955611
20000055,1,0.526,323554.59098678187,86398.65599999999,83791.05885904728,0.5076608540742675,0.4923391459257325
20000056,1,0.833,404994.8376400397,170985.745,166374.95475415303,0.5068336208829407,0.4931663791170593
20000057,1,0.509,218540.384,77679.508,33557.54745599999,0.6983240223463687,0.3016759776536312
20000058,1,0.67,399932.157425793,136334.95,131619.59547528133,0.5087987955501089,0.4912012044498912
20000059,3,0.748,1232422.344,18520355.456207287,4148559.622190432,0.8169934640522876,0.1830065359477124
20000059,3,0.748,1232422.344,-6193451.397644297,-1387333.113072323,0.8169934640522876,0.1830065359477124
20000059,3,0.748,1232422.344,-11573757.070562985,-2592521.5838061087,0.8169934640522876,0.1830065359477124
20000060,1,0.9,357869.6328328006,164334.6,157748.06954952056,0.510224906636069,0.4897750933639309
20000061,1,0.504,733993.0119605123,187544.448,182388.0300280982,0.5069694042537003,0.4930305957462998
20000062,1,0.876,723535.603152855,321374.61600000004,312442.57236190094,0.5070462302081015,0.4929537697918986
20000063,1,0.615,557675.166,123459.405,219510.82209,0.3599712023038157,0.6400287976961843
20000064,1,0.744,241431.2032860983,92787.216,86837.59924485713,0.5165612327757515,0.4834387672242485
20000065,1,0.619,537374.64,260685.66,71949.24216000001,0.7836990595611285,0.2163009404388715
20000066,1,0.667,369769.4,189720.146,56916.043800000014,0.7692307692307692,0.2307692307692308
20000067,4,0.827,2213578.052,1880882.868159108,1406900.3853830127,0.5720823798627002,0.4279176201372998
20000067,4,0.827,2213578.052,2078672.1354752327,1554846.7573354745,0.5720823798627002,0.4279176201372998
20000067,4,0.827,2213578.052,-4318220.428986069,-3230028.88088158,0.5720823798627002,0.4279176201372998
20000067,4,0.827,2213578.052,1405936.048351728,1051640.1641670926,0.5720823798627002,0.4279176201372998
20000068,1,0.498,389091.1289127143,99142.836,94624.54619853172,0.51165905672617,0.48834094327383
20000069,2,0.481,958179.4635164704,402646.3142234853,393589.7562466796,0.5056871060685921,0.4943128939314078
20000069,2,0.481,958179.4635164704,-169583.05522348522,-165768.69329525737,0.5056871060685921,0.4943128939314078
20000070,1,0.721,241635.97046182683,90199.984,84019.55070297714,0.517737486521129,0.4822625134788709
20000071,1,0.599,349265.9984336864,106573.481,102636.85206177812,0.5094083042663562,0.4905916957336438
20000072,1,0.509,209910.044,69741.653,37102.559396,0.6527415143603134,0.3472584856396866
20000073,1,0.573,326605.56517318427,95252.082,91892.9068442346,0.5089747932245232,0.4910252067754769
20000074,3,0.793,1200026.142,1955995.9898458456,197555.5949744304,0.9082652134423252,0.0917347865576748
20000074,3,0.793,1200026.142,-1987676.5425031292,-200755.3307928161,0.9082652134423252,0.0917347865576748
20000074,3,0.793,1200026.142,896004.5586572839,90496.46042438567,0.9082652134423252,0.0917347865576748
20000075,1,0.513,351011.07583697827,92445.678,87623.00390436983,0.5133912073010879,0.486608792698912
20000076,3,0.721,5078807.236,-672983.9643121812,-2081539.4016175768,0.2443195699975568,0.7556804300024432
20000076,3,0.721,5078807.236,1835582.032212779,5677455.225634125,0.2443195699975568,0.7556804300024432
20000076,3,0.721,5078807.236,-267943.7759005976,-828750.0988605485,0.2443195699975568,0.7556804300024432
20000077,3,0.658,2949654.8415269474,-106994.57027968016,-106530.61201850676,0.5010864251611444,0.4989135748388556
20000077,3,0.658,2949654.8415269474,3087094.660732908,3073708.1583419237,0.5010864251611444,0.4989135748388556
20000077,3,0.658,2949654.8415269474,-2007555.034453228,-1998849.7165986856,0.5010864251611444,0.4989135748388556
20000078,2,0.897,1789288.7235603286,567263.48808916,560996.1460710828,0.5027774378468932,0.4972225621531067
20000078,2,0.897,1789288.7235603286,239690.26991084008,237042.08096253185,0.5027774378468932,0.4972225621531067
20000079,2,0.637,1455129.84,-150946.77127531517,-268685.252870061,0.3597122302158274,0.6402877697841727
20000079,2,0.637,1455129.84,484370.4072753152,862179.324950061,0.3597122302158274,0.6402877697841727
20000080,1,0.682,343149.4736100768,118996.042,115031.8990020724,0.508469379726527,0.4915306202734729
20000081,1,0.525,499077.1857882078,132311.55,129703.97253880912,0.5049759980552386,0.4950240019447614
20000082,1,0.622,346157.30518891965,109723.91,105585.933827508,0.509609352036424,0.4903906479635759
20000083,1,0.82,112527.954,67947.65999999999,24325.262280000006,0.7363770250368188,0.2636229749631812
20000084,1,0.563,203180.68116333385,58898.808,55491.91549495696,0.5148914719697233,0.4851085280302767
20000085,2,0.743,1751732.939331709,780859.7372980159,767860.6497670569,0.5041967186715973,0.4958032813284027
20000085,2,0.743,1751732.939331709,-124628.76329801598,-122554.04984359724,0.5041967186715973,0.4958032813284027
20000086,1,0.855,303959.1897134,133757.91,126127.19720495696,0.5146809351199665,0.4853190648800335
20000087,1,0.686,224391.4874020516,79755.732,74176.82835780736,0.5181212591709797,0.4818787408290201
20000088,1,0.579,1531519.257,560170.341,326579.308803,0.6317119393556538,0.3682880606443461
20000089,1,0.603,225000.38189744757,71148.573,64526.65728416087,0.5244035543627604,0.4755964456372395
20000090,3,0.584,2254592.378124129,-5522674.979533402,-5472310.199380498,0.502290352343971,0.497709647656029
20000090,3,0.584,2254592.378124129,1422865.16407754,1409889.1530970703,0.502290352343971,0.497709647656029
20000090,3,0.584,2254592.378124129,4761166.455455863,4717746.355107919,0.502290352343971,0.497709647656029
20000091,1,0.624,194126.78,85306.416,35828.69472,0.704225352112676,0.2957746478873239
20000092,1,0.817,260946.192,120584.298,92608.740864,0.5656108597285068,0.4343891402714932
20000093,1,0.599,331010.3281140564,100421.751,97853.43554031978,0.5064766436599921,0.493523356340008
20000094,1,0.892,243901.094839902,112226.98,105332.7965971926,0.5158443428988527,0.4841556571011473
20000095,1,0.544,405442.4831888254,113134.04800000002,107426.66285472104,0.5129383540775726,0.4870616459224273
20000096,1,0.609,480059.464,170271.528,122084.68557600002,0.5824111822947,0.4175888177053
20000097,4,0.776,2919047.2971285367,-11861.81520617797,-11512.174311960804,0.5074792729316884,0.4925207270683116
20000097,4,0.776,2919047.2971285367,588245.7398911786,570906.5078309904,0.5074792729316884,0.4925207270683116
20000097,4,0.776,2919047.2971285367,-38416.514635547945,-37284.14287824017,0.5074792729316884,0.4925207270683116
20000097,4,0.776,2919047.2971285367,611564.8459505474,593538.2559309553,0.5074792729316884,0.4925207270683116
20000098,1,0.625,96087.13600148149,32288.125,27766.33500092592,0.5376474120240559,0.4623525879759441
20000099,1,0.725,635781.3759480149,232708.325,228233.1725623108,0.5048543605439693,0.4951456394560306
20000100,4,0.498,2282767.371069886,676366.1126787278,670929.9721182272,0.5020174260958088,0.4979825739041912
20000100,4,0.498,2282767.371069886,156992.45880619288,155730.66721579357,0.5020174260958088,0.4979825739041912
20000100,4,0.498,2282767.371069886,-482093.9613150753,-478219.2394921589,0.5020174260958088,0.4979825739041912
20000100,4,0.498,2282767.371069886,219437.91183015448,217674.22895094127,0.5020174260958088,0.4979825739041912
20000102,1,0.493,375020.1358618125,95069.627,89815.29997987357,0.5142097225175593,0.4857902774824407
20000103,1,0.813,560652.2239988795,233293.602,222516.65611108905,0.5118217456684404,0.4881782543315595
20000104,4,0.561,3804214.101578582,342896.8051761802,335153.86340618186,0.5057097073484103,0.4942902926515898
20000104,4,0.561,3804214.101578582,152300.97118320595,148861.8678332058,0.5057097073484103,0.4942902926515898
20000104,4,0.561,3804214.101578582,-230102.37752376104,-224906.44311023032,0.5057097073484103,0.4942902926515898
20000104,4,0.561,3804214.101578582,814172.109164375,795787.3148564274,0.5057097073484103,0.4942902926515898
20000105,1,0.603,1140513.0750000002,153339.88499999998,534389.499225,0.2229654403567446,0.7770345596432553
20000107,1,0.739,300873.3425436399,115057.866,107287.53413974989,0.5174735610796677,0.4825264389203323
20000108,1,0.732,415523.34089615126,154094.052,150069.03353598271,0.5066165466084166,0.4933834533915833
20000109,4,0.858,2413893.5790720787,1078780.3811747383,1067610.1038343702,0.5026021074493164,0.4973978925506835
20000109,4,0.858,2413893.5790720787,-403388.4660903161,-399211.5630609638,0.5026021074493164,0.4973978925506835
20000109,4,0.858,2413893.5790720787,184513.2520266936,182602.70171072744,0.5026021074493164,0.4973978925506835
20000109,4,0.858,2413893.5790720787,181044.456888884,179169.8243597097,0.5026021074493164,0.4973978925506835
20000110,1,0.755,782797.9953857305,297055.505,293956.98151622654,0.5026213688834545,0.4973786311165454
20000111,1,0.509,120724.08,61448.516,0.04072,0.9999993373318729,6.62668127187219e-07
20000112,4,0.855,2488007.112,42065.79749475682,45262.79810435835,0.4816955684007706,0.5183044315992293
20000112,4,0.855,2488007.112,385963.6164747234,415296.85132680245,0.4816955684007706,0.5183044315992293
20000112,4,0.855,2488007.112,226248.55286623223,243443.44288406597,0.4816955684007706,0.5183044315992293
20000112,4,0.855,2488007.112,370407.0431642875,398557.9784447734,0.4816955684007706,0.5183044315992293
20000113,1,0.765,85363.39,35203.77,30099.22335,0.5390835579514824,0.4609164420485175
20000114,1,0.839,363972.15,283540.05000000005,21832.58384999997,0.9285051067780874,0.0714948932219126
20000115,1,0.85,418856.2779923555,180109.05,175918.7862935022,0.5058847416962131,0.4941152583037869
20000116,1,0.9,656512.8400341597,298671.3,292190.25603074377,0.5054844014668971,0.4945155985331029
20000117,1,0.888,166253.28438865297,76629.072,71003.84453712385,0.5190513999005826,0.4809486000994174
20000118,1,0.514,518538.7484540745,135795.20200000002,130733.71470539428,0.5094951935369182,0.4905048064630818
20000119,1,0.87,270178.616,110406.48,124648.91591999998,0.4697040864255519,0.530295913574448
20000120,1,0.489,215208.60639301053,55089.273,50147.73552618214,0.5234781354155864,0.4765218645844135
20000121,1,0.661,684832.1263647866,228325.264,224348.771527124,0.5043922250458275,0.4956077749541724
20000122,1,0.622,1894606.7803735216,592820.7359999999,585624.6813923306,0.5030531980953318,0.4969468019046682
20000123,3,0.566,2116234.4949348387,2404200.8343174574,2373035.967182724,0.5032618089106392,0.4967381910893607
20000123,3,0.566,2116234.4949348387,-3340204.0490810666,-3296906.079166642,0.5032618089106392,0.4967381910893607
20000123,3,0.566,2116234.4949348387,1538804.5347636093,1518857.5161170373,0.5032618089106392,0.4967381910893607
20000124,1,0.831,361185.9872469846,153212.301,146933.2544022442,0.5104600026299587,0.4895399973700412
20000125,1,0.497,554539.683,144372.039,131234.18345099996,0.5238344683080147,0.4761655316919853
20000126,1,0.771,719875.7348696156,281621.628,273402.5635844737,0.5074042397972445,0.4925957602027556
20000127,1,0.638,282727.40982408304,91507.702,88872.38546776498,0.5073048986981614,0.4926951013018386
20000128,1,0.51,222326.1449553627,58851.45,54534.88392723497,0.5190347721954532,0.4809652278045467
20000129,1,0.605,259609.246,88188.43,68875.16383,0.5614823133071308,0.4385176866928691
20000130,1,0.807,686969.9246939956,279266.385,275118.3442280545,0.503741121060208,0.4962588789397921
20000131,4,0.556,2875344.47819104,5459580.718971002,4594883.196379491,0.5430006776030768,0.4569993223969232
20000131,4,0.556,2875344.47819104,-7913694.186814406,-6660310.069952224,0.5430006776030768,0.4569993223969232
20000131,4,0.556,2875344.47819104,15062623.435429066,12676979.95129002,0.5430006776030768,0.4569993223969232
20000131,4,0.556,2875344.47819104,-11740419.383585667,-9880952.13184307,0.5430006776030768,0.4569993223969232
20000132,2,0.536,1754948.846420917,-406241.739508638,-381827.8648266035,0.5154896690265248,0.4845103309734752
20000132,2,0.536,1754948.846420917,891138.427508638,837583.758508215,0.5154896690265248,0.4845103309734752
20000133,1,0.806,424723.8407925224,172816.878,169510.53767877308,0.5048292076091409,0.4951707923908591
20000134,3,0.563,2698795.3881560504,-581925.7893225673,-576103.6171087332,0.5025138274475155,0.4974861725524845
20000134,3,0.563,2698795.3881560504,1337410.981695867,1324030.1740413874,0.5025138274475155,0.4974861725524845
20000134,3,0.563,2698795.3881560504,8045.273626700647,7964.780599202077,0.5025138274475155,0.4974861725524845
20000135,1,0.728,450241.7133213117,166730.928,161045.0392979149,0.508673437453267,0.491326562546733
20000136,1,0.65,662812.92,217590.1,213238.29800000004,0.505050505050505,0.494949494949495
20000137,2,0.611,1751177.821366613,494253.6331993855,486914.8467761206,0.5037398197012241,0.4962601802987759
20000137,2,0.611,1751177.821366613,44732.68480061455,44068.48407888003,0.5037398197012241,0.4962601802987759
20000138,1,0.5,330412.6712250379,84416.5,80789.83561251896,0.5109761661804156,0.4890238338195844
20000139,1,0.805,216936.738953322,89837.195,84796.87985742418,0.5144310757986117,0.4855689242013883
20000140,1,0.534,422135.2486205356,114532.32,110887.90276336602,0.5080836075662557,0.4919163924337443
20000141,1,0.549,322887.20631798496,89936.63100000001,87328.44526857375,0.5073567388070129,0.492643261192987
20000142,1,0.832,163561.22427234775,70530.30399999999,65552.63459459333,0.5182891016934743,0.4817108983065257
20000143,1,0.838,522028.884,173388.90399999998,264071.300792,0.3963535473642489,0.6036464526357511
20000144,1,0.824,756357.109602244,315491.472,307746.786312249,0.5062132624116529,0.4937867375883472
20000145,2,0.863,1756871.1048677545,2423243.9593591946,2385925.9631527,0.5038798791483544,0.4961201208516455
20000145,2,0.863,1756871.1048677545,-1659271.4833591948,-1633718.6756518283,0.5038798791483544,0.4961201208516455
20000146,1,0.634,651338.0500194419,209457.116,203491.2077123261,0.5072235530998667,0.4927764469001332
20000147,1,0.667,574671.8632684697,194422.496,188883.63680006925,0.5072251116352732,0.4927748883647267
20000148,1,0.581,340771.186,73848.586,124139.473066,0.3729951510630362,0.6270048489369638
20000149,1,0.476,411492.70122458827,99942.864,95927.661782904,0.5102496335297182,0.4897503664702817
20000150,2,0.742,1163889.228,150870.34053587608,131408.066606748,0.5344735435595939,0.4655264564404061
20000150,2,0.742,1163889.228,310704.1154641239,270623.2845692518,0.5344735435595939,0.4655264564404061
20000151,3,0.552,2108904.434,380556.4311412231,253450.58314005457,0.6002400960384154,0.3997599039615846
20000151,3,0.552,2108904.434,169017.7583490768,112565.82706048511,0.6002400960384154,0.3997599039615846
20000151,3,0.552,2108904.434,149174.45850970017,99350.18936746028,0.6002400960384154,0.3997599039615846
20000152,1,0.817,464450.3653289452,191319.341,188136.60747374827,0.504193811612459,0.495806188387541
20000153,4,0.799,6584860.942130126,-1594461.0810477813,-1570657.0358227862,0.5037603723377835,0.4962396276622164
20000153,4,0.799,6584860.942130126,-6482762.871652749,-6385980.339664992,0.5037603723377835,0.4962396276622164
20000153,4,0.799,6584860.942130126,4750746.307364211,4679821.41537584,0.5037603723377835,0.4962396276622164
20000153,4,0.799,6584860.942130126,5976914.05333632,5887683.44487391,0.5037603723377835,0.4962396276622164
20000154,1,0.527,200750.59800000003,94969.089,10826.476146000015,0.8976660682226211,0.1023339317773789
20000155,4,0.473,4565522.234797715,547674.6616954857,545284.1290687558,0.5010936060201585,0.4989063939798415
20000155,4,0.473,4565522.234797715,-432684.7531508727,-430796.1373505842,0.5010936060201585,0.4989063939798415
20000155,4,0.473,4565522.234797715,1046949.479299093,1042379.6734200804,0.5010936060201585,0.4989063939798415
20000155,4,0.473,4565522.234797715,-79831.74584370582,-79483.29007893229,0.5010936060201585,0.4989063939798415
20000156,4,0.681,3345157.404565512,3320852.0188625227,3307424.504699275,0.5010128963476038,0.4989871036523962
20000156,4,0.681,3345157.404565512,1890014.6979525825,1882372.623273749,0.5010128963476038,0.4989871036523962
20000156,4,0.681,3345157.404565512,-4587837.361824401,-4569286.926332345,0.5010128963476038,0.4989871036523962
20000156,4,0.681,3345157.404565512,518304.1720092965,516208.4638684355,0.5010128963476038,0.4989871036523962
20000157,1,0.851,389558.9348577103,167726.994,163787.6595639114,0.5059414182657376,0.4940585817342623
20000158,1,0.591,726486.8441136421,217664.709,211689.0158711625,0.5069589394276603,0.4930410605723397
20000159,1,0.611,592004.4387074166,182568.022,179146.69005023153,0.5047293237402151,0.4952706762597848
20000160,2,0.55,2639357.504,1544530.716441357,2557742.8664268875,0.3765060240963855,0.6234939759036144
20000160,2,0.55,2639357.504,-997977.016441357,-1652649.9392268874,0.3765060240963855,0.6234939759036144
20000161,1,0.796,362559.9348549098,146661.40800000002,141936.30014450822,0.5081863225558358,0.4918136774441642
20000162,1,0.614,205894.4996438093,65775.364,60643.85878129893,0.5202955891746717,0.4797044108253283
20000163,1,0.855,729469.4322055464,315459.09,308237.2745357421,0.5057895282663973,0.4942104717336026
20000164,2,0.7,1162515.0631557212,239595.93840403872,233845.90921489013,0.5060725823224828,0.4939274176775172
20000164,2,0.7,1162515.0631557212,172225.9615959612,168092.73499411467,0.5060725823224828,0.4939274176775172
20000165,1,0.651,300461.8590374886,100455.159,95145.5112334051,0.5135726727323048,0.4864273272676954
20000166,2,0.638,831211.5663477243,43597.19011500841,42666.2353900742,0.5053959990545434,0.4946040009454565
20000166,2,0.638,831211.5663477243,224420.8678849916,219628.68593977383,0.5053959990545434,0.4946040009454565
20000167,1,0.551,287492.4749679294,81370.578,77037.77570732908,0.5136760536653138,0.486323946334686
20000168,1,0.696,498662.172,260562.216,86506.655712,0.7507507507507507,0.2492492492492493
20000169,1,0.837,565537.742,164245.347,309109.743054,0.3469812630117974,0.6530187369882026
20000170,1,0.843,735012.7873181473,312320.541,307295.23870919814,0.5040551761715626,0.4959448238284374
20000171,1,0.593,586280.50459375,177661.61399999997,170002.72522409368,0.5110147747580311,0.4889852252419687
20000172,3,0.517,6859577.273436832,33671246.437801056,33561406.14828839,0.5008168671418401,0.4991831328581598
20000172,3,0.517,6859577.273436832,-38834227.1245763,-38707544.47389856,0.5008168671418401,0.4991831328581598
20000172,3,0.517,6859577.273436832,6939078.350775244,6916442.111977011,0.5008168671418401,0.4991831328581598
20000173,1,0.884,590527.8048954704,266127.31600000005,255899.26352759587,0.5097964863031113,0.4902035136968888
20000174,1,0.846,705740.3439698201,301709.826,295346.5049984677,0.5053289117551862,0.4946710882448136
20000175,1,0.558,480980.913,209513.93400000004,58873.41545399998,0.7806401249024201,0.2193598750975799
20000176,1,0.864,370325.178,69165.792,250795.161792,0.2161694768698659,0.783830523130134
20000177,1,0.694,132181.02296614894,48491.862,43241.76793850736,0.5286159724901979,0.4713840275098021
20000178,1,0.548,634027.817,201652.49200000003,145794.75171600006,0.5803830528148578,0.4196169471851422
20000179,1,0.814,316685.6645711433,132550.13199999998,125231.9989609106,0.5141944148956529,0.4858055851043471
20000180,1,0.78,760479.4850965614,299505.96,293668.0383753179,0.5049209183483025,0.4950790816516975
20000181,3,0.567,3154249.8537263563,300854.37069170777,298607.5838988727,0.501874002825058,0.4981259971749421
20000181,3,0.567,3154249.8537263563,502666.9538161252,498913.02639126487,0.501874002825058,0.4981259971749421
20000181,3,0.567,3154249.8537263563,94060.08749216708,93357.64477270642,0.501874002825058,0.4981259971749421
20000182,1,0.589,304370.88,101860.482,77413.96631999999,0.5681818181818181,0.4318181818181818
20000183,1,0.684,271478.9789550839,96413.904,89277.71760527739,0.5192151544938628,0.4807848455061372
20000184,1,0.575,511236.0725090843,150282.0,143678.74169272347,0.5112315308997603,0.4887684691002397
20000185,4,0.742,2190349.98,-1037605.017443704,-661992.0011290831,0.6105006105006106,0.3894993894993895
20000185,4,0.742,2190349.98,101453.67190808304,64727.44267735697,0.6105006105006106,0.3894993894993895
20000185,4,0.742,2190349.98,806378.1859302315,514469.2826234877,0.6105006105006106,0.3894993894993895
20000185,4,0.742,2190349.98,1121982.9796053893,715825.1409882384,0.6105006105006106,0.3894993894993895
20000186,1,0.809,1708783.4341146916,707354.0040000001,675051.7941987856,0.5116833312777271,0.4883166687222728
20000187,4,0.653,2573408.22109446,112669.7352262132,97679.229189565,0.5356324693070934,0.4643675306929066
20000187,4,0.653,2573408.22109446,-297352.35034764576,-257790.1538629516,0.5356324693070934,0.4643675306929066
20000187,4,0.653,2573408.22109446,1075723.0683887475,932600.0449959356,0.5356324693070934,0.4643675306929066
20000187,4,0.653,2573408.22109446,9055.39973268513,7850.595052133283,0.5356324693070934,0.4643675306929066
20000188,3,0.825,1741347.926,871654.7777535651,81063.89433108154,0.9149130832570906,0.0850869167429094
20000188,3,0.825,1741347.926,-24669.96840623139,-2294.307061779519,0.9149130832570906,0.0850869167429094
20000188,3,0.825,1741347.926,467390.34065266623,43467.30168069795,0.9149130832570906,0.0850869167429094
20000189,1,0.572,314818.98941834545,92170.364,87906.09794729359,0.5118401539173801,0.4881598460826198
20000191,4,0.859,2229842.093356996,150406.71682879142,148531.1968015206,0.5031369724978917,0.4968630275021083
20000191,4,0.859,2229842.093356996,932369.5128103378,920743.18566909,0.5031369724978917,0.4968630275021083
20000191,4,0.859,2229842.093356996,-218198.26960101465,-215477.4122272155,0.5031369724978917,0.4968630275021083
