invoice_id,company_reg_number,invoice_date,invoice_amount,end_date,disputed,electronic,payment_delay,month
29117,20000000,2021-06-27,97.0,2021-08-24,0,True,58,2021-06
43528,20000000,2021-01-03,130.0,2021-04-09,0,True,96,2021-01
21013,20000000,2021-05-27,142.0,2021-06-17,0,True,21,2021-05
59781,20000000,2021-03-02,109.0,2021-06-10,0,True,100,2021-03
3069,20000000,2021-01-27,94.0,2021-03-24,0,True,56,2021-01
51405,20000000,2021-04-19,144.0,2021-06-27,0,True,69,2021-04
11567,20000000,2021-08-02,114.0,2021-10-21,0,True,80,2021-08
17579,20000000,2021-03-04,122.0,2021-04-26,0,True,53,2021-03
62680,20000000,2021-06-14,103.0,2021-09-17,0,False,95,2021-06
10348,20000000,2021-04-06,88.0,2021-06-27,1,True,82,2021-04
19664,20000000,2021-08-07,121.0,2021-11-22,0,True,107,2021-08
21367,20000000,2021-05-28,128.0,2021-07-09,0,True,42,2021-05
41954,20000000,2021-03-14,143.0,2021-06-01,0,False,79,2021-03
40762,20000000,2021-09-18,85.0,2021-11-22,0,True,65,2021-09
1919,20000000,2021-01-26,92.0,2021-03-28,0,True,61,2021-01
23242,20000000,2021-01-14,152.0,2021-04-11,0,True,87,2021-01
3807,20000000,2021-03-05,99.0,2021-05-24,0,True,80,2021-03
53806,20000000,2021-09-25,147.0,2021-12-11,0,True,77,2021-09
35836,20000000,2021-03-28,104.0,2021-05-09,0,True,42,2021-03
65325,20000000,2021-05-09,137.0,2021-07-14,0,True,66,2021-05
16049,20000000,2021-03-14,113.0,2021-05-24,0,True,71,2021-03
49346,20000000,2021-04-28,128.0,2021-06-27,0,True,60,2021-04
21009,20000000,2021-03-21,89.0,2021-05-18,1,True,58,2021-03
66151,20000000,2021-05-04,115.0,2021-07-21,0,True,78,2021-05
69202,20000000,2021-07-12,130.0,2021-09-13,0,True,63,2021-07
72933,20000000,2021-07-17,154.0,2021-09-26,0,False,71,2021-07
48272,20000000,2021-06-27,79.0,2021-08-18,0,False,52,2021-06
34826,20000000,2021-09-11,113.0,2021-11-25,0,True,75,2021-09
46561,20000000,2021-03-14,152.0,2021-04-08,1,True,25,2021-03
21667,20000000,2021-07-21,129.0,2021-09-16,0,True,57,2021-07
46628,20000000,2021-03-16,126.0,2021-05-28,0,True,73,2021-03
74035,20000000,2021-09-07,78.0,2021-12-26,0,True,110,2021-09
44337,20000000,2021-07-09,164.0,2021-09-21,0,True,74,2021-07
52201,20000000,2021-08-09,84.0,2021-10-26,0,True,78,2021-08
74230,20000000,2021-05-06,134.0,2021-07-15,0,False,70,2021-05
42015,20000000,2021-01-06,118.0,2021-02-13,0,True,38,2021-01
28443,20000000,2021-09-21,125.0,2021-11-24,0,True,64,2021-09
44413,20000000,2021-01-16,109.0,2021-02-04,0,True,19,2021-01
49919,20000001,2021-03-08,188.0,2021-06-26,0,True,110,2021-03
5169,20000001,2021-09-09,134.0,2021-12-15,0,True,97,2021-09
44400,20000001,2021-09-02,132.0,2021-11-26,0,True,85,2021-09
78589,20000001,2021-03-19,113.0,2021-05-16,0,True,58,2021-03
51023,20000001,2021-01-03,164.0,2021-03-16,0,True,72,2021-01
16652,20000001,2021-04-13,142.0,2021-06-25,0,True,73,2021-04
65801,20000001,2021-02-28,111.0,2021-05-26,0,True,87,2021-02
77451,20000001,2021-03-09,161.0,2021-05-05,1,True,57,2021-03
57909,20000001,2021-06-07,114.0,2021-09-18,0,True,103,2021-06
21488,20000001,2021-04-17,130.0,2021-06-24,0,True,68,2021-04
54765,20000001,2021-05-09,163.0,2021-08-15,0,True,98,2021-05
77388,20000001,2021-01-18,150.0,2021-03-21,0,True,62,2021-01
6069,20000001,2021-03-04,108.0,2021-05-12,0,False,69,2021-03
27072,20000001,2021-03-08,161.0,2021-05-27,0,False,80,2021-03
73885,20000001,2021-01-02,117.0,2021-03-26,1,True,83,2021-01
17215,20000001,2021-03-17,177.0,2021-06-17,1,True,92,2021-03
51514,20000001,2021-05-18,117.0,2021-07-09,0,True,52,2021-05
7506,20000001,2021-05-08,111.0,2021-07-26,0,True,79,2021-05
62521,20000001,2021-09-21,177.0,2021-11-27,0,True,67,2021-09
66977,20000001,2021-06-26,107.0,2021-08-13,0,True,48,2021-06
72964,20000001,2021-04-04,173.0,2021-07-14,0,True,101,2021-04
34664,20000001,2021-01-08,144.0,2021-03-28,0,True,79,2021-01
73097,20000001,2021-01-08,167.0,2021-03-15,0,True,66,2021-01
65671,20000001,2021-07-21,118.0,2021-08-11,1,True,21,2021-07
77111,20000001,2021-08-05,108.0,2021-11-26,0,False,113,2021-08
10946,20000001,2021-04-14,158.0,2021-07-03,0,True,80,2021-04
18897,20000001,2021-01-18,161.0,2021-03-05,0,False,46,2021-01
73495,20000001,2021-01-17,130.0,2021-03-08,0,False,50,2021-01
533,20000001,2021-09-09,151.0,2021-12-27,0,False,109,2021-09
10568,20000001,2021-01-28,151.0,2021-03-16,0,True,47,2021-01
30676,20000001,2021-08-26,117.0,2021-10-16,0,False,51,2021-08
22525,20000001,2021-06-28,118.0,2021-09-15,0,True,79,2021-06
45233,20000001,2021-01-10,168.0,2021-04-11,0,True,91,2021-01
14474,20000001,2021-01-17,127.0,2021-03-15,0,True,57,2021-01
9662,20000001,2021-03-12,120.0,2021-06-03,0,False,83,2021-03
6113,20000001,2021-09-03,144.0,2021-11-07,0,True,65,2021-09
35672,20000001,2021-05-08,178.0,2021-08-07,0,False,91,2021-05
55720,20000001,2021-05-08,118.0,2021-08-01,0,True,85,2021-05
77980,20000001,2021-08-07,159.0,2021-11-21,0,True,106,2021-08
37717,20000001,2021-06-08,136.0,2021-08-16,0,False,69,2021-06
37743,20000001,2021-01-26,134.0,2021-04-11,0,False,75,2021-01
77152,20000001,2021-06-19,127.0,2021-09-28,1,True,101,2021-06
21682,20000001,2021-08-28,102.0,2021-10-15,0,True,48,2021-08
26268,20000001,2021-09-27,141.0,2021-12-26,0,True,90,2021-09
54797,20000001,2021-08-18,136.0,2021-11-21,0,True,95,2021-08
18145,20000001,2021-08-07,168.0,2021-10-28,0,True,82,2021-08
68539,20000001,2021-02-02,115.0,2021-03-17,0,True,43,2021-02
29923,20000001,2021-06-08,121.0,2021-08-26,0,True,79,2021-06
76327,20000001,2021-03-02,153.0,2021-05-18,0,False,77,2021-03
77729,20000001,2021-08-06,145.0,2021-11-05,0,False,91,2021-08
77902,20000001,2021-05-18,106.0,2021-07-16,0,False,59,2021-05
20031,20000001,2021-06-27,97.0,2021-09-28,0,True,93,2021-06
32511,20000002,2021-03-03,188.0,2021-06-21,0,False,110,2021-03
18934,20000002,2021-01-27,112.0,2021-03-07,0,True,39,2021-01
17123,20000002,2021-03-03,170.0,2021-04-24,0,True,52,2021-03
44699,20000002,2021-05-03,127.0,2021-06-16,0,True,44,2021-05
78612,20000002,2021-09-28,115.0,2021-12-18,0,True,81,2021-09
6903,20000002,2021-06-17,181.0,2021-09-11,0,True,86,2021-06
52130,20000002,2021-09-28,118.0,2021-12-28,1,True,91,2021-09
47243,20000002,2021-01-28,159.0,2021-04-21,0,True,83,2021-01
34911,20000002,2021-03-24,168.0,2021-06-21,0,True,89,2021-03
71185,20000002,2021-01-14,133.0,2021-04-11,0,True,87,2021-01
49869,20000002,2021-08-17,159.0,2021-11-28,0,True,103,2021-08
11361,20000002,2021-09-27,121.0,2021-10-16,0,True,19,2021-09
16005,20000002,2021-03-19,117.0,2021-05-15,1,True,57,2021-03
10842,20000002,2021-09-07,176.0,2021-10-11,1,True,34,2021-09
10366,20000002,2021-05-06,108.0,2021-08-09,0,True,95,2021-05
42602,20000002,2021-08-17,158.0,2021-11-15,0,True,90,2021-08
49411,20000002,2021-04-03,121.0,2021-07-18,0,True,106,2021-04
30884,20000002,2021-01-18,140.0,2021-04-26,0,True,98,2021-01
70423,20000002,2021-06-08,144.0,2021-08-08,0,True,61,2021-06
69377,20000002,2021-01-17,175.0,2021-04-12,0,True,85,2021-01
42925,20000002,2021-04-04,162.0,2021-07-17,0,False,104,2021-04
46125,20000002,2021-07-11,139.0,2021-09-13,0,True,64,2021-07
11570,20000002,2021-07-02,139.0,2021-09-14,0,False,74,2021-07
10225,20000002,2021-07-14,191.0,2021-10-16,0,True,94,2021-07
35781,20000002,2021-05-21,104.0,2021-07-16,0,True,56,2021-05
16772,20000002,2021-05-09,113.0,2021-08-16,0,False,99,2021-05
38151,20000002,2021-04-06,143.0,2021-07-15,0,False,100,2021-04
20909,20000002,2021-02-08,163.0,2021-05-26,0,False,107,2021-02
3260,20000002,2021-09-14,159.0,2021-12-26,0,True,103,2021-09
49737,20000002,2021-01-26,133.0,2021-03-26,0,True,59,2021-01
66570,20000002,2021-03-10,154.0,2021-04-26,1,True,47,2021-03
35572,20000002,2021-01-28,158.0,2021-04-28,0,True,90,2021-01
46648,20000002,2021-05-09,111.0,2021-07-28,0,True,80,2021-05
55920,20000003,2021-08-17,305.0,2021-10-16,0,True,60,2021-08
10610,20000003,2021-11-02,230.0,2021-12-26,0,True,54,2021-11
61288,20000003,2021-03-26,183.0,2021-05-11,0,True,46,2021-03
45981,20000003,2021-05-14,232.0,2021-08-26,0,True,104,2021-05
10134,20000003,2021-03-21,198.0,2021-05-24,0,True,64,2021-03
31226,20000003,2021-03-26,223.0,2021-05-11,0,False,46,2021-03
24476,20000003,2021-03-27,250.0,2021-06-16,0,True,81,2021-03
7755,20000003,2021-08-17,258.0,2021-11-21,0,True,96,2021-08
46108,20000003,2021-03-16,185.0,2021-05-15,0,True,60,2021-03
63593,20000003,2021-04-08,232.0,2021-06-11,0,False,64,2021-04
70716,20000003,2021-03-28,271.0,2021-05-22,0,True,55,2021-03
419,20000003,2021-09-05,200.0,2021-11-15,0,True,71,2021-09
63529,20000004,2021-04-09,199.0,2021-07-14,0,True,96,2021-04
42241,20000004,2021-07-18,155.0,2021-09-28,0,False,72,2021-07
50243,20000004,2021-04-04,149.0,2021-06-15,0,True,72,2021-04
12267,20000004,2021-03-23,138.0,2021-06-17,1,True,86,2021-03
19142,20000004,2021-03-23,187.0,2021-05-13,0,True,51,2021-03
20290,20000004,2021-08-18,159.0,2021-10-11,1,False,54,2021-08
76540,20000004,2021-04-17,147.0,2021-07-28,0,True,102,2021-04
79438,20000004,2021-05-02,117.0,2021-08-08,0,False,98,2021-05
76607,20000004,2021-08-07,182.0,2021-10-07,0,True,61,2021-08
30566,20000004,2021-06-26,144.0,2021-08-02,0,False,37,2021-06
29625,20000004,2021-03-06,199.0,2021-06-12,0,False,98,2021-03
2790,20000004,2021-09-17,130.0,2021-12-17,0,True,91,2021-09
33927,20000004,2021-08-05,133.0,2021-10-21,0,True,77,2021-08
56551,20000004,2021-09-20,194.0,2021-11-26,1,False,67,2021-09
55501,20000004,2021-01-07,121.0,2021-04-26,1,True,109,2021-01
64345,20000004,2021-03-09,149.0,2021-06-27,0,False,110,2021-03
17745,20000004,2021-01-28,215.0,2021-04-06,0,False,68,2021-01
50975,20000004,2021-03-08,97.0,2021-06-26,0,True,110,2021-03
67939,20000004,2021-02-28,188.0,2021-05-24,0,True,85,2021-02
42806,20000004,2021-09-14,183.0,2021-11-14,0,True,61,2021-09
31194,20000004,2021-01-27,155.0,2021-03-13,0,True,45,2021-01
52309,20000004,2021-05-17,139.0,2021-07-16,0,True,60,2021-05
35890,20000004,2021-07-05,150.0,2021-09-27,0,True,84,2021-07
67596,20000004,2021-07-19,208.0,2021-08-07,0,True,19,2021-07
47080,20000004,2021-07-19,112.0,2021-09-18,0,True,61,2021-07
48635,20000004,2021-05-08,183.0,2021-06-24,0,True,47,2021-05
18926,20000004,2021-03-08,143.0,2021-06-26,0,True,110,2021-03
50707,20000004,2021-09-04,135.0,2021-12-12,0,True,99,2021-09
48464,20000004,2021-03-07,205.0,2021-06-28,0,True,113,2021-03
2269,20000004,2021-07-17,130.0,2021-09-02,0,True,47,2021-07
100,20000004,2021-02-14,161.0,2021-04-24,0,True,69,2021-02
45190,20000004,2021-07-02,155.0,2021-09-09,0,True,69,2021-07
21877,20000004,2021-05-17,135.0,2021-07-25,0,True,69,2021-05
10944,20000004,2021-09-08,182.0,2021-12-09,1,True,92,2021-09
29675,20000004,2021-04-06,180.0,2021-07-09,0,False,94,2021-04
49819,20000004,2021-08-14,104.0,2021-10-26,0,True,73,2021-08
44065,20000004,2021-01-07,205.0,2021-04-11,0,False,94,2021-01
15588,20000004,2021-04-12,130.0,2021-07-03,0,True,82,2021-04
60231,20000004,2021-03-04,169.0,2021-06-27,0,False,115,2021-03
59296,20000004,2021-05-08,155.0,2021-07-27,0,True,80,2021-05
33409,20000004,2021-01-21,122.0,2021-04-12,0,False,81,2021-01
44665,20000004,2021-01-17,188.0,2021-03-18,0,False,60,2021-01
40083,20000004,2021-05-09,152.0,2021-06-25,0,False,47,2021-05
42573,20000004,2021-09-06,134.0,2021-12-01,0,True,86,2021-09
54529,20000004,2021-04-06,181.0,2021-07-24,0,True,109,2021-04
23277,20000004,2021-01-21,170.0,2021-03-11,0,False,49,2021-01
37486,20000004,2021-06-09,156.0,2021-08-24,0,True,76,2021-06
4297,20000004,2021-07-08,170.0,2021-09-09,0,True,63,2021-07
71526,20000004,2021-07-07,174.0,2021-10-16,0,False,101,2021-07
72732,20000004,2021-04-15,122.0,2021-06-13,0,True,59,2021-04
7632,20000004,2021-09-16,181.0,2021-12-25,0,True,100,2021-09
5840,20000004,2021-01-09,150.0,2021-04-26,0,True,107,2021-01
58213,20000004,2021-05-16,150.0,2021-08-12,0,True,88,2021-05
74761,20000004,2021-03-06,166.0,2021-06-27,0,True,113,2021-03
52435,20000004,2021-09-06,127.0,2021-11-16,0,True,71,2021-09
42843,20000004,2021-06-14,163.0,2021-07-06,0,False,22,2021-06
565,20000004,2021-06-04,151.0,2021-08-16,0,True,73,2021-06
51749,20000004,2021-06-28,160.0,2021-08-13,0,False,46,2021-06
63358,20000004,2021-01-17,147.0,2021-04-11,0,False,84,2021-01
64724,20000004,2021-01-24,159.0,2021-03-13,0,True,48,2021-01
77880,20000004,2021-05-25,178.0,2021-07-02,0,True,38,2021-05
21460,20000004,2021-06-11,122.0,2021-08-15,0,False,65,2021-06
63464,20000004,2021-03-08,207.0,2021-06-27,0,True,111,2021-03
51381,20000004,2021-09-07,135.0,2021-11-25,0,True,79,2021-09
6878,20000004,2021-01-06,188.0,2021-03-28,1,True,81,2021-01
74298,20000004,2021-01-26,150.0,2021-04-13,0,False,77,2021-01
78110,20000004,2021-01-17,161.0,2021-03-13,1,True,55,2021-01
34190,20000004,2021-08-09,144.0,2021-09-02,1,True,24,2021-08
23783,20000004,2021-02-07,152.0,2021-04-26,1,True,78,2021-02
64061,20000004,2021-01-16,144.0,2021-03-12,0,True,55,2021-01
65620,20000004,2021-02-28,178.0,2021-05-09,0,True,70,2021-02
78805,20000004,2021-01-21,150.0,2021-03-11,0,False,49,2021-01
56009,20000004,2021-01-07,191.0,2021-03-17,0,False,69,2021-01
26828,20000004,2021-03-09,125.0,2021-05-21,0,False,73,2021-03
34453,20000004,2021-09-14,144.0,2021-11-26,0,False,73,2021-09
6140,20000004,2021-05-13,185.0,2021-07-25,0,True,73,2021-05
19598,20000004,2021-09-27,125.0,2021-11-12,1,True,46,2021-09
50980,20000004,2021-06-18,163.0,2021-09-12,0,True,86,2021-06
34802,20000004,2021-09-11,188.0,2021-11-18,1,True,68,2021-09
28615,20000004,2021-04-17,111.0,2021-06-15,0,False,59,2021-04
16887,20000004,2021-03-27,148.0,2021-05-11,0,True,45,2021-03
16375,20000004,2021-02-02,154.0,2021-05-04,1,True,91,2021-02
71849,20000004,2021-05-11,166.0,2021-08-26,0,True,107,2021-05
71944,20000004,2021-05-04,211.0,2021-08-15,0,True,103,2021-05
32129,20000004,2021-05-06,142.0,2021-07-26,0,True,81,2021-05
1350,20000004,2021-07-04,117.0,2021-10-08,0,True,96,2021-07
24194,20000004,2021-03-27,167.0,2021-05-09,0,True,43,2021-03
12190,20000004,2021-03-27,142.0,2021-05-05,0,True,39,2021-03
73159,20000005,2021-06-16,82.0,2021-08-11,0,True,56,2021-06
38426,20000005,2021-06-16,60.0,2021-08-01,0,True,46,2021-06
69168,20000005,2021-08-17,61.0,2021-10-13,0,False,57,2021-08
55942,20000005,2021-03-08,49.0,2021-05-05,0,True,58,2021-03
76099,20000005,2021-05-06,87.0,2021-08-20,0,True,106,2021-05
64910,20000005,2021-06-08,59.0,2021-09-11,0,True,95,2021-06
35906,20000005,2021-03-09,74.0,2021-06-17,0,True,100,2021-03
9138,20000005,2021-04-04,54.0,2021-06-25,0,True,82,2021-04
65975,20000005,2021-01-02,68.0,2021-02-15,0,True,44,2021-01
23069,20000005,2021-01-04,64.0,2021-03-11,0,True,66,2021-01
51978,20000005,2021-04-16,60.0,2021-06-28,0,True,73,2021-04
35034,20000005,2021-09-09,86.0,2021-11-17,1,True,69,2021-09
31780,20000005,2021-03-21,57.0,2021-06-12,0,True,83,2021-03
37586,20000005,2021-03-27,54.0,2021-06-12,0,True,77,2021-03
30963,20000005,2021-07-22,83.0,2021-09-09,0,False,49,2021-07
49332,20000005,2021-03-17,72.0,2021-06-27,0,True,102,2021-03
25812,20000005,2021-01-08,62.0,2021-03-13,0,True,64,2021-01
28407,20000005,2021-06-18,86.0,2021-08-26,0,True,69,2021-06
50195,20000005,2021-08-02,52.0,2021-11-25,0,True,115,2021-08
75083,20000005,2021-06-28,65.0,2021-09-26,0,True,90,2021-06
17642,20000005,2021-06-19,67.0,2021-08-24,0,True,66,2021-06
77673,20000005,2021-01-17,78.0,2021-02-26,0,True,40,2021-01
2051,20000005,2021-03-02,62.0,2021-06-09,1,True,99,2021-03
41305,20000005,2021-03-24,71.0,2021-05-26,0,True,63,2021-03
39232,20000005,2021-08-03,53.0,2021-11-13,0,False,102,2021-08
42661,20000005,2021-09-25,80.0,2021-11-25,0,True,61,2021-09
50012,20000005,2021-09-06,54.0,2021-12-15,0,True,100,2021-09
38236,20000005,2021-05-09,83.0,2021-07-24,1,True,76,2021-05
5975,20000005,2021-04-16,47.0,2021-06-17,0,True,62,2021-04
17000,20000005,2021-04-09,81.0,2021-06-26,0,True,78,2021-04
44747,20000005,2021-11-14,73.0,2021-12-15,0,True,31,2021-11
16391,20000005,2021-08-04,54.0,2021-11-15,0,True,103,2021-08
62908,20000005,2021-01-05,80.0,2021-04-02,0,True,87,2021-01
50569,20000005,2021-05-26,64.0,2021-08-11,0,True,77,2021-05
1382,20000005,2021-05-08,75.0,2021-07-11,1,False,64,2021-05
69105,20000005,2021-03-03,58.0,2021-05-28,0,True,86,2021-03
14690,20000005,2021-08-08,62.0,2021-11-27,0,False,111,2021-08
74498,20000005,2021-08-10,57.0,2021-10-25,0,True,76,2021-08
20109,20000005,2021-04-07,89.0,2021-07-13,0,True,97,2021-04
45587,20000005,2021-03-26,60.0,2021-04-02,0,False,7,2021-03
76198,20000005,2021-01-14,62.0,2021-04-28,0,False,104,2021-01
40805,20000005,2021-03-22,79.0,2021-05-24,0,True,63,2021-03
18417,20000005,2021-07-18,43.0,2021-09-17,0,True,61,2021-07
67795,20000005,2021-08-14,63.0,2021-10-11,1,True,58,2021-08
43835,20000005,2021-05-09,84.0,2021-06-07,1,True,29,2021-05
57260,20000005,2021-04-17,49.0,2021-06-16,0,False,60,2021-04
58604,20000005,2021-06-09,76.0,2021-08-24,0,True,76,2021-06
60564,20000005,2021-04-08,66.0,2021-06-16,1,True,69,2021-04
69159,20000005,2021-04-27,61.0,2021-07-15,1,True,79,2021-04
40926,20000005,2021-09-11,83.0,2021-12-13,0,True,93,2021-09
34675,20000005,2021-05-09,53.0,2021-08-12,0,True,95,2021-05
40133,20000005,2021-05-04,75.0,2021-07-06,0,True,63,2021-05
11688,20000005,2021-06-18,70.0,2021-08-04,0,True,47,2021-06
27136,20000005,2021-07-18,67.0,2021-09-13,0,False,57,2021-07
55777,20000005,2021-09-05,59.0,2021-12-26,0,True,112,2021-09
5099,20000005,2021-05-17,69.0,2021-07-16,0,False,60,2021-05
65450,20000005,2021-01-14,57.0,2021-03-24,0,True,69,2021-01
47611,20000005,2021-08-18,61.0,2021-10-24,0,True,67,2021-08
7542,20000005,2021-09-26,79.0,2021-11-26,0,True,61,2021-09
69100,20000005,2021-05-04,82.0,2021-07-11,0,True,68,2021-05
40664,20000005,2021-07-02,47.0,2021-10-21,0,True,111,2021-07
20056,20000005,2021-09-27,88.0,2021-11-06,0,True,40,2021-09
53139,20000005,2021-08-16,44.0,2021-11-11,1,False,87,2021-08
28726,20000005,2021-07-04,84.0,2021-09-16,0,True,74,2021-07
11089,20000005,2021-05-04,62.0,2021-07-17,0,False,74,2021-05
22079,20000005,2021-01-18,71.0,2021-03-28,0,True,69,2021-01
72873,20000005,2021-07-21,56.0,2021-09-26,1,True,67,2021-07
59079,20000005,2021-03-08,52.0,2021-05-15,0,True,68,2021-03
4004,20000005,2021-01-21,75.0,2021-04-18,1,True,87,2021-01
9402,20000005,2021-09-17,74.0,2021-12-16,1,True,90,2021-09
34042,20000005,2021-11-09,63.0,2021-12-21,0,True,42,2021-11
2044,20000005,2021-06-07,52.0,2021-07-12,0,True,35,2021-06
6567,20000005,2021-05-27,59.0,2021-07-27,1,True,61,2021-05
71639,20000006,2021-03-14,292.0,2021-05-15,0,True,62,2021-03
14597,20000006,2021-02-08,216.0,2021-05-09,1,False,90,2021-02
51097,20000006,2021-03-27,199.0,2021-06-28,0,True,93,2021-03
51604,20000006,2021-04-05,249.0,2021-06-27,0,False,83,2021-04
36473,20000006,2021-09-03,192.0,2021-11-15,0,True,73,2021-09
78642,20000006,2021-09-23,246.0,2021-11-12,0,False,50,2021-09
25281,20000006,2021-01-04,187.0,2021-02-18,0,True,45,2021-01
49432,20000006,2021-05-28,171.0,2021-07-16,0,True,49,2021-05
49550,20000006,2021-01-14,226.0,2021-04-06,0,True,82,2021-01
39211,20000006,2021-08-08,221.0,2021-10-02,1,False,55,2021-08
1927,20000006,2021-04-14,228.0,2021-06-03,0,True,50,2021-04
24526,20000006,2021-08-07,156.0,2021-11-12,0,True,97,2021-08
46989,20000006,2021-06-03,212.0,2021-08-11,0,True,69,2021-06
745,20000006,2021-05-02,238.0,2021-08-26,0,True,116,2021-05
30905,20000006,2021-07-27,219.0,2021-10-27,0,True,92,2021-07
51637,20000006,2021-07-03,181.0,2021-09-21,1,False,80,2021-07
65229,20000006,2021-09-14,183.0,2021-12-16,0,True,93,2021-09
3779,20000006,2021-03-11,194.0,2021-06-13,0,False,94,2021-03
73489,20000006,2021-04-18,272.0,2021-07-13,0,True,86,2021-04
24724,20000006,2021-03-08,186.0,2021-05-09,0,True,62,2021-03
45830,20000006,2021-09-19,201.0,2021-11-06,0,False,48,2021-09
62248,20000006,2021-10-04,227.0,2021-12-24,0,True,81,2021-10
9607,20000006,2021-01-09,260.0,2021-04-03,0,True,84,2021-01
33360,20000006,2021-03-14,235.0,2021-06-28,0,True,106,2021-03
70968,20000006,2021-09-12,146.0,2021-11-24,0,True,73,2021-09
16374,20000007,2021-03-04,265.0,2021-05-26,0,False,83,2021-03
41574,20000007,2021-04-05,241.0,2021-06-26,0,True,82,2021-04
32562,20000007,2021-06-24,190.0,2021-09-16,0,True,84,2021-06
23119,20000007,2021-03-04,159.0,2021-05-21,0,True,78,2021-03
27632,20000007,2021-09-21,245.0,2021-11-02,0,True,42,2021-09
11520,20000007,2021-04-04,216.0,2021-06-26,0,True,83,2021-04
58155,20000007,2021-05-18,212.0,2021-07-13,1,True,56,2021-05
43086,20000007,2021-07-09,220.0,2021-10-24,0,True,107,2021-07
7945,20000007,2021-07-08,241.0,2021-10-21,0,True,105,2021-07
42212,20000007,2021-05-18,182.0,2021-08-12,0,True,86,2021-05
72216,20000007,2021-06-27,175.0,2021-08-20,0,True,54,2021-06
41348,20000007,2021-09-10,224.0,2021-11-13,0,True,64,2021-09
60113,20000007,2021-01-04,261.0,2021-03-18,0,True,73,2021-01
40578,20000007,2021-08-05,200.0,2021-10-02,0,True,58,2021-08
44258,20000007,2021-06-16,238.0,2021-08-26,1,False,71,2021-06
